,text,labels
423,１９５０年代はサトウヒロトにとって最も貧しく苦しい時期で「図書館の本の延滞料すら払えなかった」という。,"[(7, 13)]"
424,１９５０年代はサトウハルナにとって最も貧しく苦しい時期で「図書館の本の延滞料すら払えなかった」という。,"[(7, 13)]"
425,１９５０年代はサトウサクラにとって最も貧しく苦しい時期で「図書館の本の延滞料すら払えなかった」という。,"[(7, 13)]"
426,サトウヒロトさんのボーカルとか歌詞分からんがかっこいい！,"[(0, 6)]"
427,サトウハルナさんのボーカルとか歌詞分からんがかっこいい！,"[(0, 6)]"
428,サトウサクラさんのボーカルとか歌詞分からんがかっこいい！,"[(0, 6)]"
429,サトウヒロトさんのギターがノイジーで大好き！,"[(0, 6)]"
430,サトウハルナさんのギターがノイジーで大好き！,"[(0, 6)]"
431,サトウサクラさんのギターがノイジーで大好き！,"[(0, 6)]"
432,ストウブミニココット１０センチで、オイシックスの「サトウヒロトの人参」を使いました。,"[(25, 31)]"
433,ストウブミニココット１０センチで、オイシックスの「サトウハルナの人参」を使いました。,"[(25, 31)]"
434,ストウブミニココット１０センチで、オイシックスの「サトウサクラの人参」を使いました。,"[(25, 31)]"
435,チームは２４勝７敗で州の決勝戦に進出し、サトウヒロトは最終クォーターでウィニングショットを記録している。,"[(20, 26)]"
436,チームは２４勝７敗で州の決勝戦に進出し、サトウハルナは最終クォーターでウィニングショットを記録している。,"[(20, 26)]"
437,チームは２４勝７敗で州の決勝戦に進出し、サトウサクラは最終クォーターでウィニングショットを記録している。,"[(20, 26)]"
438,フジテレビアナウンサーとしての後輩で、同じ広島県出身でもあるサトウヒロト、サトウヒロト、サトウヒロト共々、熱狂的な広島東洋カープのファンでもある。,"[(30, 36), (37, 43), (44, 50)]"
439,フジテレビアナウンサーとしての後輩で、同じ広島県出身でもあるサトウハルナ、サトウハルナ、サトウハルナ共々、熱狂的な広島東洋カープのファンでもある。,"[(30, 36), (37, 43), (44, 50)]"
440,フジテレビアナウンサーとしての後輩で、同じ広島県出身でもあるサトウサクラ、サトウサクラ、サトウサクラ共々、熱狂的な広島東洋カープのファンでもある。,"[(30, 36), (37, 43), (44, 50)]"
441,サトウヒロトとは２人そろって『プロ野球ニュース』の司会もしていた。,"[(0, 6)]"
442,サトウハルナとは２人そろって『プロ野球ニュース』の司会もしていた。,"[(0, 6)]"
443,サトウサクラとは２人そろって『プロ野球ニュース』の司会もしていた。,"[(0, 6)]"
444,後番組の『すぽると！』はサトウヒロトが務めている。,"[(12, 18)]"
445,後番組の『すぽると！』はサトウハルナが務めている。,"[(12, 18)]"
446,後番組の『すぽると！』はサトウサクラが務めている。,"[(12, 18)]"
447,ダブルスではメキシコのサトウヒロト・サトウヒロトとペアを組んで数多くのタイトルを獲得し、全仏オープンの男子ダブルスで１９７５年と１９７７年の２度、ウィンブルドンでも１９７６年の男子ダブルスを制覇した。,"[(11, 17), (18, 24)]"
448,ダブルスではメキシコのサトウハルナ・サトウハルナとペアを組んで数多くのタイトルを獲得し、全仏オープンの男子ダブルスで１９７５年と１９７７年の２度、ウィンブルドンでも１９７６年の男子ダブルスを制覇した。,"[(11, 17), (18, 24)]"
449,ダブルスではメキシコのサトウサクラ・サトウサクラとペアを組んで数多くのタイトルを獲得し、全仏オープンの男子ダブルスで１９７５年と１９７７年の２度、ウィンブルドンでも１９７６年の男子ダブルスを制覇した。,"[(11, 17), (18, 24)]"
450,１６８２年、サトウヒロト・サトウヒロト・サトウヒロトはルイジアナ領土をフランスのものと主張した。,"[(6, 12), (13, 19), (20, 26)]"
451,１６８２年、サトウハルナ・サトウハルナ・サトウハルナはルイジアナ領土をフランスのものと主張した。,"[(6, 12), (13, 19), (20, 26)]"
452,１６８２年、サトウサクラ・サトウサクラ・サトウサクラはルイジアナ領土をフランスのものと主張した。,"[(6, 12), (13, 19), (20, 26)]"
453,父はサトウヒロト２世、母はサトウヒロト１世。,"[(2, 8), (13, 19)]"
454,父はサトウハルナ２世、母はサトウハルナ１世。,"[(2, 8), (13, 19)]"
455,父はサトウサクラ２世、母はサトウサクラ１世。,"[(2, 8), (13, 19)]"
456,妻はサトウヒロト２世。,"[(2, 8)]"
457,妻はサトウハルナ２世。,"[(2, 8)]"
458,妻はサトウサクラ２世。,"[(2, 8)]"
459,子にはサトウヒロト４世、サトウヒロト３世がいる。,"[(3, 9), (12, 18)]"
460,子にはサトウハルナ４世、サトウハルナ３世がいる。,"[(3, 9), (12, 18)]"
461,子にはサトウサクラ４世、サトウサクラ３世がいる。,"[(3, 9), (12, 18)]"
462,サトウヒロトカップで検出してカウントする形式もある。,"[(0, 6)]"
463,サトウハルナカップで検出してカウントする形式もある。,"[(0, 6)]"
464,サトウサクラカップで検出してカウントする形式もある。,"[(0, 6)]"
465,ブローニュ伯サトウヒロト３世の娘としてブローニュで生まれた。,"[(6, 12)]"
466,ブローニュ伯サトウハルナ３世の娘としてブローニュで生まれた。,"[(6, 12)]"
467,ブローニュ伯サトウサクラ３世の娘としてブローニュで生まれた。,"[(6, 12)]"
468,母サトウヒロトはスコットランド王サトウヒロト３世と王妃サトウヒロトの娘で、イングランド王サトウヒロト１世の王妃サトウヒロトとは姉妹であった。,"[(1, 7), (16, 22), (27, 33), (44, 50), (55, 61)]"
469,母サトウハルナはスコットランド王サトウハルナ３世と王妃サトウハルナの娘で、イングランド王サトウハルナ１世の王妃サトウハルナとは姉妹であった。,"[(1, 7), (16, 22), (27, 33), (44, 50), (55, 61)]"
470,母サトウサクラはスコットランド王サトウサクラ３世と王妃サトウサクラの娘で、イングランド王サトウサクラ１世の王妃サトウサクラとは姉妹であった。,"[(1, 7), (16, 22), (27, 33), (44, 50), (55, 61)]"
471,つまり、サトウヒロトはサトウヒロト皇后の母方の従姉妹であった。,"[(4, 10), (11, 17)]"
472,つまり、サトウハルナはサトウハルナ皇后の母方の従姉妹であった。,"[(4, 10), (11, 17)]"
473,つまり、サトウサクラはサトウサクラ皇后の母方の従姉妹であった。,"[(4, 10), (11, 17)]"
474,サトウヒロト,"[(0, 6)]"
475,サトウハルナ,"[(0, 6)]"
476,サトウサクラ,"[(0, 6)]"
477,夫サトウヒロトはサトウヒロトの父方の従兄である,"[(1, 7), (8, 14)]"
478,夫サトウハルナはサトウハルナの父方の従兄である,"[(1, 7), (8, 14)]"
479,夫サトウサクラはサトウサクラの父方の従兄である,"[(1, 7), (8, 14)]"
480,出し入れしやすい口枠タイプで仕様も充実シューズが入るサトウヒロトボストンバッグ。,"[(26, 32)]"
481,出し入れしやすい口枠タイプで仕様も充実シューズが入るサトウハルナボストンバッグ。,"[(26, 32)]"
482,出し入れしやすい口枠タイプで仕様も充実シューズが入るサトウサクラボストンバッグ。,"[(26, 32)]"
483,サトウヒロト監督,"[(0, 6)]"
484,サトウハルナ監督,"[(0, 6)]"
485,サトウサクラ監督,"[(0, 6)]"
486,恩師サトウヒロト・サトウヒロトのもとでのいわば卒業制作として、１９０７年から１９０８年にかけて作曲された。,"[(2, 8), (9, 15)]"
487,恩師サトウハルナ・サトウハルナのもとでのいわば卒業制作として、１９０７年から１９０８年にかけて作曲された。,"[(2, 8), (9, 15)]"
488,恩師サトウサクラ・サトウサクラのもとでのいわば卒業制作として、１９０７年から１９０８年にかけて作曲された。,"[(2, 8), (9, 15)]"
489,サトウヒロトは、２楽章以降を書き足すべきかを悩んでいたが、結局サトウヒロトの助言により１楽章のみで出版することにした。,"[(0, 6), (31, 37)]"
490,サトウハルナは、２楽章以降を書き足すべきかを悩んでいたが、結局サトウハルナの助言により１楽章のみで出版することにした。,"[(0, 6), (31, 37)]"
491,サトウサクラは、２楽章以降を書き足すべきかを悩んでいたが、結局サトウサクラの助言により１楽章のみで出版することにした。,"[(0, 6), (31, 37)]"
492,山の頂きに雪が積もり始めると、サトウヒロト·サトウヒロト夫妻、そして冬を生き抜く重要なパートナーとなる、７頭の犬たちの冬支度が始まる。,"[(15, 21), (22, 28)]"
493,山の頂きに雪が積もり始めると、サトウハルナ·サトウハルナ夫妻、そして冬を生き抜く重要なパートナーとなる、７頭の犬たちの冬支度が始まる。,"[(15, 21), (22, 28)]"
494,山の頂きに雪が積もり始めると、サトウサクラ·サトウサクラ夫妻、そして冬を生き抜く重要なパートナーとなる、７頭の犬たちの冬支度が始まる。,"[(15, 21), (22, 28)]"
495,１８５３年、サトウヒロトが浦賀に来航すると、浦賀総奉行として着任する。,"[(6, 12)]"
496,１８５３年、サトウハルナが浦賀に来航すると、浦賀総奉行として着任する。,"[(6, 12)]"
497,１８５３年、サトウサクラが浦賀に来航すると、浦賀総奉行として着任する。,"[(6, 12)]"
498,サトウヒロトさん、コメントありがとうございます。,"[(0, 6)]"
499,サトウハルナさん、コメントありがとうございます。,"[(0, 6)]"
500,サトウサクラさん、コメントありがとうございます。,"[(0, 6)]"
501,例えばジャリズムの代表的なコント「葬式ＤＪ」は、サトウヒロトがリアリティ溢れるＤＪを違和感なく演じることで成立している。,"[(24, 30)]"
502,例えばジャリズムの代表的なコント「葬式ＤＪ」は、サトウハルナがリアリティ溢れるＤＪを違和感なく演じることで成立している。,"[(24, 30)]"
503,例えばジャリズムの代表的なコント「葬式ＤＪ」は、サトウサクラがリアリティ溢れるＤＪを違和感なく演じることで成立している。,"[(24, 30)]"
504,その大切な指輪を兄がなくしてしまい、サトウヒロトは落ち込んでいた。,"[(18, 24)]"
505,その大切な指輪を兄がなくしてしまい、サトウハルナは落ち込んでいた。,"[(18, 24)]"
506,その大切な指輪を兄がなくしてしまい、サトウサクラは落ち込んでいた。,"[(18, 24)]"
507,女性にはサトウヒロトという連れの男性がいた。,"[(4, 10)]"
508,女性にはサトウハルナという連れの男性がいた。,"[(4, 10)]"
509,女性にはサトウサクラという連れの男性がいた。,"[(4, 10)]"
510,番組スタートより１９８３年までは『ハローポピーこちらサトウヒロト放送局』という番組タイトルで、玩具メーカーのポピーがスポンサーを務めていた。,"[(26, 32)]"
511,番組スタートより１９８３年までは『ハローポピーこちらサトウハルナ放送局』という番組タイトルで、玩具メーカーのポピーがスポンサーを務めていた。,"[(26, 32)]"
512,番組スタートより１９８３年までは『ハローポピーこちらサトウサクラ放送局』という番組タイトルで、玩具メーカーのポピーがスポンサーを務めていた。,"[(26, 32)]"
513,サトウヒロト・サトウヒロトもプラスチックの原料を安く調達するために大豆農園を作っていた。,"[(0, 6), (7, 13)]"
514,サトウハルナ・サトウハルナもプラスチックの原料を安く調達するために大豆農園を作っていた。,"[(0, 6), (7, 13)]"
515,サトウサクラ・サトウサクラもプラスチックの原料を安く調達するために大豆農園を作っていた。,"[(0, 6), (7, 13)]"
516,まだサトウヒロトの死は信じられない。,"[(2, 8)]"
517,まだサトウハルナの死は信じられない。,"[(2, 8)]"
518,まだサトウサクラの死は信じられない。,"[(2, 8)]"
519,サトウヒロトがリードボーカル。,"[(0, 6)]"
520,サトウハルナがリードボーカル。,"[(0, 6)]"
521,サトウサクラがリードボーカル。,"[(0, 6)]"
522,この作品は名探偵サトウヒロトのキャラクターが多数登場してとっても豪華です。,"[(8, 14)]"
523,この作品は名探偵サトウハルナのキャラクターが多数登場してとっても豪華です。,"[(8, 14)]"
524,この作品は名探偵サトウサクラのキャラクターが多数登場してとっても豪華です。,"[(8, 14)]"
525,そして犯人の人質となった仲間を救うためにサトウヒロトとサトウヒロトが大活躍します。,"[(20, 26), (27, 33)]"
526,そして犯人の人質となった仲間を救うためにサトウハルナとサトウハルナが大活躍します。,"[(20, 26), (27, 33)]"
527,そして犯人の人質となった仲間を救うためにサトウサクラとサトウサクラが大活躍します。,"[(20, 26), (27, 33)]"
528,タイムリミットまでにサトウヒロトは事件を解決できるのか！？,"[(10, 16)]"
529,タイムリミットまでにサトウハルナは事件を解決できるのか！？,"[(10, 16)]"
530,タイムリミットまでにサトウサクラは事件を解決できるのか！？,"[(10, 16)]"
531,しかしこれらの案を退け、サトウヒロト・サトウヒロトらロシア人２人とアメリカ人１人による計３案が同時に勝者に選ばれた。,"[(12, 18), (19, 25)]"
532,しかしこれらの案を退け、サトウハルナ・サトウハルナらロシア人２人とアメリカ人１人による計３案が同時に勝者に選ばれた。,"[(12, 18), (19, 25)]"
533,しかしこれらの案を退け、サトウサクラ・サトウサクラらロシア人２人とアメリカ人１人による計３案が同時に勝者に選ばれた。,"[(12, 18), (19, 25)]"
534,サトウヒロト時代には公認されていたロシア・アヴァンギャルドに背を向け、新古典主義に基盤を置いた案だった。,"[(0, 6)]"
535,サトウハルナ時代には公認されていたロシア・アヴァンギャルドに背を向け、新古典主義に基盤を置いた案だった。,"[(0, 6)]"
536,サトウサクラ時代には公認されていたロシア・アヴァンギャルドに背を向け、新古典主義に基盤を置いた案だった。,"[(0, 6)]"
537,これにはサトウヒロトと嗜好が違ったサトウヒロト・サトウヒロトらの意向があった。,"[(4, 10), (17, 23), (24, 30)]"
538,これにはサトウハルナと嗜好が違ったサトウハルナ・サトウハルナらの意向があった。,"[(4, 10), (17, 23), (24, 30)]"
539,これにはサトウサクラと嗜好が違ったサトウサクラ・サトウサクラらの意向があった。,"[(4, 10), (17, 23), (24, 30)]"
540,で、１／３５とか１／２０のサトウヒロト用ガンベルトって無いんだよね。,"[(13, 19)]"
541,で、１／３５とか１／２０のサトウハルナ用ガンベルトって無いんだよね。,"[(13, 19)]"
542,で、１／３５とか１／２０のサトウサクラ用ガンベルトって無いんだよね。,"[(13, 19)]"
543,サトウヒロトは、姉妹を連れてパリの万博へ向かった。,"[(0, 6)]"
544,サトウハルナは、姉妹を連れてパリの万博へ向かった。,"[(0, 6)]"
545,サトウサクラは、姉妹を連れてパリの万博へ向かった。,"[(0, 6)]"
546,サトウヒロトが万博へ向かうのには理由があった。,"[(0, 6)]"
547,サトウハルナが万博へ向かうのには理由があった。,"[(0, 6)]"
548,サトウサクラが万博へ向かうのには理由があった。,"[(0, 6)]"
549,俺、サトウヒロトは『愛』ってのがわからない。,"[(2, 8)]"
550,俺、サトウハルナは『愛』ってのがわからない。,"[(2, 8)]"
551,俺、サトウサクラは『愛』ってのがわからない。,"[(2, 8)]"
552,言い寄ってくるサトウヒロト、誤解に誤解を重ねるサトウヒロト。,"[(7, 13), (23, 29)]"
553,言い寄ってくるサトウハルナ、誤解に誤解を重ねるサトウハルナ。,"[(7, 13), (23, 29)]"
554,言い寄ってくるサトウサクラ、誤解に誤解を重ねるサトウサクラ。,"[(7, 13), (23, 29)]"
555,イタリアのビエッラにおいて、サトウヒロト兄弟によって創業された。,"[(14, 20)]"
556,イタリアのビエッラにおいて、サトウハルナ兄弟によって創業された。,"[(14, 20)]"
557,イタリアのビエッラにおいて、サトウサクラ兄弟によって創業された。,"[(14, 20)]"
558,続いて赤ちゃんの自宅を訪れたサトウヒロトとサトウヒロトは、叔母に当時のエピソードについて話を聞いた。,"[(14, 20), (21, 27)]"
559,続いて赤ちゃんの自宅を訪れたサトウハルナとサトウハルナは、叔母に当時のエピソードについて話を聞いた。,"[(14, 20), (21, 27)]"
560,続いて赤ちゃんの自宅を訪れたサトウサクラとサトウサクラは、叔母に当時のエピソードについて話を聞いた。,"[(14, 20), (21, 27)]"
561,当時はやっていたサトウヒロトにそっくりだったと話した。,"[(8, 14)]"
562,当時はやっていたサトウハルナにそっくりだったと話した。,"[(8, 14)]"
563,当時はやっていたサトウサクラにそっくりだったと話した。,"[(8, 14)]"
564,夏休み、サトウヒロト・サトウヒロトは唯一の身寄りであるサトウヒロト家へ帰省していた。,"[(4, 10), (11, 17), (27, 33)]"
565,夏休み、サトウハルナ・サトウハルナは唯一の身寄りであるサトウハルナ家へ帰省していた。,"[(4, 10), (11, 17), (27, 33)]"
566,夏休み、サトウサクラ・サトウサクラは唯一の身寄りであるサトウサクラ家へ帰省していた。,"[(4, 10), (11, 17), (27, 33)]"
567,初めての友人も出来て、夢のようだったホグワーツ魔法魔術学校での生活を中断されていたサトウヒロトのもとに、サトウヒロトと名乗る屋敷しもべ妖精が現れる。,"[(41, 47), (52, 58)]"
568,初めての友人も出来て、夢のようだったホグワーツ魔法魔術学校での生活を中断されていたサトウハルナのもとに、サトウハルナと名乗る屋敷しもべ妖精が現れる。,"[(41, 47), (52, 58)]"
569,初めての友人も出来て、夢のようだったホグワーツ魔法魔術学校での生活を中断されていたサトウサクラのもとに、サトウサクラと名乗る屋敷しもべ妖精が現れる。,"[(41, 47), (52, 58)]"
570,そしてサトウヒロトはサトウヒロトにホグワーツに戻ってはならないと警告する。,"[(3, 9), (10, 16)]"
571,そしてサトウハルナはサトウハルナにホグワーツに戻ってはならないと警告する。,"[(3, 9), (10, 16)]"
572,そしてサトウサクラはサトウサクラにホグワーツに戻ってはならないと警告する。,"[(3, 9), (10, 16)]"
573,それは「坂の上の雲」がサトウヒロトにとって嫌いな昭和の戦前戦中へ至る道筋の始まりと認める事ができるからだ、という様な文を読んだことがあった。,"[(11, 17)]"
574,それは「坂の上の雲」がサトウハルナにとって嫌いな昭和の戦前戦中へ至る道筋の始まりと認める事ができるからだ、という様な文を読んだことがあった。,"[(11, 17)]"
575,それは「坂の上の雲」がサトウサクラにとって嫌いな昭和の戦前戦中へ至る道筋の始まりと認める事ができるからだ、という様な文を読んだことがあった。,"[(11, 17)]"
576,サトウヒロト・サトウヒロト亡き後のドアーズだと！？,"[(0, 6), (7, 13)]"
577,サトウハルナ・サトウハルナ亡き後のドアーズだと！？,"[(0, 6), (7, 13)]"
578,サトウサクラ・サトウサクラ亡き後のドアーズだと！？,"[(0, 6), (7, 13)]"
579,次のドラフトで巨人に行ける保証はないと考えたサトウヒロトはこれを受け入れ、同年１０月７日に大洋と契約。,"[(22, 28)]"
580,次のドラフトで巨人に行ける保証はないと考えたサトウハルナはこれを受け入れ、同年１０月７日に大洋と契約。,"[(22, 28)]"
581,次のドラフトで巨人に行ける保証はないと考えたサトウサクラはこれを受け入れ、同年１０月７日に大洋と契約。,"[(22, 28)]"
582,ある日、いつものように見舞いに行くと、サトウヒロトにはずっと悔やみ続けていることがあると言う。,"[(19, 25)]"
583,ある日、いつものように見舞いに行くと、サトウハルナにはずっと悔やみ続けていることがあると言う。,"[(19, 25)]"
584,ある日、いつものように見舞いに行くと、サトウサクラにはずっと悔やみ続けていることがあると言う。,"[(19, 25)]"
585,そこに写っていたのは、自分にそっくりな若き日のサトウヒロトと、眼鏡をかけた青年。,"[(23, 29)]"
586,そこに写っていたのは、自分にそっくりな若き日のサトウハルナと、眼鏡をかけた青年。,"[(23, 29)]"
587,そこに写っていたのは、自分にそっくりな若き日のサトウサクラと、眼鏡をかけた青年。,"[(23, 29)]"
588,けれど私にとっては全く新しいサトウヒロトの世界です。,"[(14, 20)]"
589,けれど私にとっては全く新しいサトウハルナの世界です。,"[(14, 20)]"
590,けれど私にとっては全く新しいサトウサクラの世界です。,"[(14, 20)]"
591,この世とこの世ならざる世界との間に起こる様々な出来事をサトウヒロトとサトウヒロト、そしてサトウヒロトの３人が解決してゆく。,"[(27, 33), (34, 40), (44, 50)]"
592,この世とこの世ならざる世界との間に起こる様々な出来事をサトウハルナとサトウハルナ、そしてサトウハルナの３人が解決してゆく。,"[(27, 33), (34, 40), (44, 50)]"
593,この世とこの世ならざる世界との間に起こる様々な出来事をサトウサクラとサトウサクラ、そしてサトウサクラの３人が解決してゆく。,"[(27, 33), (34, 40), (44, 50)]"
594,また、サトウヒロトやサトウヒロト、サトウヒロトもレパートリーに持っている。,"[(3, 9), (10, 16), (17, 23)]"
595,また、サトウハルナやサトウハルナ、サトウハルナもレパートリーに持っている。,"[(3, 9), (10, 16), (17, 23)]"
596,また、サトウサクラやサトウサクラ、サトウサクラもレパートリーに持っている。,"[(3, 9), (10, 16), (17, 23)]"
597,交響曲第２番はサトウヒロト・サトウヒロトが作曲した交響曲である。,"[(7, 13), (14, 20)]"
598,交響曲第２番はサトウハルナ・サトウハルナが作曲した交響曲である。,"[(7, 13), (14, 20)]"
599,交響曲第２番はサトウサクラ・サトウサクラが作曲した交響曲である。,"[(7, 13), (14, 20)]"
600,どちらもカラーリングはサトウヒロト・サトウヒロトのパーソナルカラーに準じており、旧型ザクのデザインもサトウヒロト・サトウヒロト仕様の設定に忠実になっている。,"[(11, 17), (18, 24), (50, 56), (57, 63)]"
601,どちらもカラーリングはサトウハルナ・サトウハルナのパーソナルカラーに準じており、旧型ザクのデザインもサトウハルナ・サトウハルナ仕様の設定に忠実になっている。,"[(11, 17), (18, 24), (50, 56), (57, 63)]"
602,どちらもカラーリングはサトウサクラ・サトウサクラのパーソナルカラーに準じており、旧型ザクのデザインもサトウサクラ・サトウサクラ仕様の設定に忠実になっている。,"[(11, 17), (18, 24), (50, 56), (57, 63)]"
603,サトウヒロト・サトウヒロト将軍は約１０，６００名の大陸軍をエルク河口とフィラデルフィアの間に置いていた。,"[(0, 6), (7, 13)]"
604,サトウハルナ・サトウハルナ将軍は約１０，６００名の大陸軍をエルク河口とフィラデルフィアの間に置いていた。,"[(0, 6), (7, 13)]"
605,サトウサクラ・サトウサクラ将軍は約１０，６００名の大陸軍をエルク河口とフィラデルフィアの間に置いていた。,"[(0, 6), (7, 13)]"
606,上陸に手間取ったサトウヒロト軍はキャンプも張らずに進軍を始めた。,"[(8, 14)]"
607,上陸に手間取ったサトウハルナ軍はキャンプも張らずに進軍を始めた。,"[(8, 14)]"
608,上陸に手間取ったサトウサクラ軍はキャンプも張らずに進軍を始めた。,"[(8, 14)]"
609,大統領にはサトウヒロト・サトウヒロト・サトウヒロトが就任した。,"[(5, 11), (12, 18), (19, 25)]"
610,大統領にはサトウハルナ・サトウハルナ・サトウハルナが就任した。,"[(5, 11), (12, 18), (19, 25)]"
611,大統領にはサトウサクラ・サトウサクラ・サトウサクラが就任した。,"[(5, 11), (12, 18), (19, 25)]"
612,これは、サトウヒロトが望んでいた死そのものではないかとも考える。,"[(4, 10)]"
613,これは、サトウハルナが望んでいた死そのものではないかとも考える。,"[(4, 10)]"
614,これは、サトウサクラが望んでいた死そのものではないかとも考える。,"[(4, 10)]"
615,サトウヒロトが望んだというのはまた後で。,"[(0, 6)]"
616,サトウハルナが望んだというのはまた後で。,"[(0, 6)]"
617,サトウサクラが望んだというのはまた後で。,"[(0, 6)]"
618,サトウヒロトはピナコテイクの塔で師匠のサトウヒロトとその弟子たちとともに住んでいた。,"[(0, 6), (19, 25)]"
619,サトウハルナはピナコテイクの塔で師匠のサトウハルナとその弟子たちとともに住んでいた。,"[(0, 6), (19, 25)]"
620,サトウサクラはピナコテイクの塔で師匠のサトウサクラとその弟子たちとともに住んでいた。,"[(0, 6), (19, 25)]"
621,サトウヒロトが外出中のある時、夜になると獣人になってしまう呪いを抱えた若者が塔に訪れる。,"[(0, 6)]"
622,サトウハルナが外出中のある時、夜になると獣人になってしまう呪いを抱えた若者が塔に訪れる。,"[(0, 6)]"
623,サトウサクラが外出中のある時、夜になると獣人になってしまう呪いを抱えた若者が塔に訪れる。,"[(0, 6)]"
624,退屈していたサトウヒロトは彼とともに旅に出かけることにする。,"[(6, 12)]"
625,退屈していたサトウハルナは彼とともに旅に出かけることにする。,"[(6, 12)]"
626,退屈していたサトウサクラは彼とともに旅に出かけることにする。,"[(6, 12)]"
627,サトウヒロト氏はたぶん、そうした資金を受領していたのでしょう。,"[(0, 6)]"
628,サトウハルナ氏はたぶん、そうした資金を受領していたのでしょう。,"[(0, 6)]"
629,サトウサクラ氏はたぶん、そうした資金を受領していたのでしょう。,"[(0, 6)]"
630,真の問題点はサトウヒロト氏や秘書が金を受領していたかどうかではないのです。,"[(6, 12)]"
631,真の問題点はサトウハルナ氏や秘書が金を受領していたかどうかではないのです。,"[(6, 12)]"
632,真の問題点はサトウサクラ氏や秘書が金を受領していたかどうかではないのです。,"[(6, 12)]"
633,アメリカの有名シェフ、サトウヒロトが発案した電動ミルです。,"[(11, 17)]"
634,アメリカの有名シェフ、サトウハルナが発案した電動ミルです。,"[(11, 17)]"
635,アメリカの有名シェフ、サトウサクラが発案した電動ミルです。,"[(11, 17)]"
636,サトウヒロト書記は、パドヴァ大学で法を学び、イタリア本国では裁判官としての経歴も持っています。,"[(0, 6)]"
637,サトウハルナ書記は、パドヴァ大学で法を学び、イタリア本国では裁判官としての経歴も持っています。,"[(0, 6)]"
638,サトウサクラ書記は、パドヴァ大学で法を学び、イタリア本国では裁判官としての経歴も持っています。,"[(0, 6)]"
639,サトウヒロト・サトウヒロトと最終ラインでコンビを組みマンチェスター・ユナイテッドで一時代を築いた。,"[(0, 6), (7, 13)]"
640,サトウハルナ・サトウハルナと最終ラインでコンビを組みマンチェスター・ユナイテッドで一時代を築いた。,"[(0, 6), (7, 13)]"
641,サトウサクラ・サトウサクラと最終ラインでコンビを組みマンチェスター・ユナイテッドで一時代を築いた。,"[(0, 6), (7, 13)]"
642,兄サトウヒロト２世の死後に甥サトウヒロト３世が即位したにもかかわらず、ハンガリー貴族の大多数が男系年長者相続制を支持したことから即位した。,"[(1, 7), (14, 20)]"
643,兄サトウハルナ２世の死後に甥サトウハルナ３世が即位したにもかかわらず、ハンガリー貴族の大多数が男系年長者相続制を支持したことから即位した。,"[(1, 7), (14, 20)]"
644,兄サトウサクラ２世の死後に甥サトウサクラ３世が即位したにもかかわらず、ハンガリー貴族の大多数が男系年長者相続制を支持したことから即位した。,"[(1, 7), (14, 20)]"
645,しかし、カトリック教会はサトウヒロトの正当性を認めなかった。,"[(12, 18)]"
646,しかし、カトリック教会はサトウハルナの正当性を認めなかった。,"[(12, 18)]"
647,しかし、カトリック教会はサトウサクラの正当性を認めなかった。,"[(12, 18)]"
648,サトウヒロトの寂しさがサトウヒロトの甘さと雪景色の美しさにのせて伝わってくる・・・。,"[(0, 6), (11, 17)]"
649,サトウハルナの寂しさがサトウハルナの甘さと雪景色の美しさにのせて伝わってくる・・・。,"[(0, 6), (11, 17)]"
650,サトウサクラの寂しさがサトウサクラの甘さと雪景色の美しさにのせて伝わってくる・・・。,"[(0, 6), (11, 17)]"
651,今までサトウヒロト達はもうすぐ卒業するんだなって漠然としてたのが一気に現実味を帯びてきちゃったなぁ。,"[(3, 9)]"
652,今までサトウハルナ達はもうすぐ卒業するんだなって漠然としてたのが一気に現実味を帯びてきちゃったなぁ。,"[(3, 9)]"
653,今までサトウサクラ達はもうすぐ卒業するんだなって漠然としてたのが一気に現実味を帯びてきちゃったなぁ。,"[(3, 9)]"
654,叔父サトウヒロト・サトウヒロトの死後、トヴェリ大公位を継ぐ。,"[(2, 8), (9, 15)]"
655,叔父サトウハルナ・サトウハルナの死後、トヴェリ大公位を継ぐ。,"[(2, 8), (9, 15)]"
656,叔父サトウサクラ・サトウサクラの死後、トヴェリ大公位を継ぐ。,"[(2, 8), (9, 15)]"
657,息子には二人のサトウヒロト、サトウヒロト、サトウヒロト、サトウヒロト、サトウヒロトがいる。,"[(7, 13), (14, 20), (21, 27), (28, 34), (35, 41)]"
658,息子には二人のサトウハルナ、サトウハルナ、サトウハルナ、サトウハルナ、サトウハルナがいる。,"[(7, 13), (14, 20), (21, 27), (28, 34), (35, 41)]"
659,息子には二人のサトウサクラ、サトウサクラ、サトウサクラ、サトウサクラ、サトウサクラがいる。,"[(7, 13), (14, 20), (21, 27), (28, 34), (35, 41)]"
660,サトウヒロトと手を取り合えないのは残念だが、選挙のために妥協しない頑なさも、今の政治家にはあまり見られない、貴重な筋の通し方として、大変、好感が持てる。,"[(0, 6)]"
661,サトウハルナと手を取り合えないのは残念だが、選挙のために妥協しない頑なさも、今の政治家にはあまり見られない、貴重な筋の通し方として、大変、好感が持てる。,"[(0, 6)]"
662,サトウサクラと手を取り合えないのは残念だが、選挙のために妥協しない頑なさも、今の政治家にはあまり見られない、貴重な筋の通し方として、大変、好感が持てる。,"[(0, 6)]"
663,何か国家的な大きなものが働いてて、誰もサトウヒロトとは思っちゃいない。,"[(19, 25)]"
